Day,TM,PV,SP,OP,PB,IT,DT,Hyst,Bias
8/11/2010,11:37:34 AM,59.9,60,44,30,10,0,0,0
8/11/2010,11:37:35 AM,59.9,60,44,30,10,0,0,0
8/11/2010,11:37:36 AM,59.7,60,44,30,10,0,0,0
8/11/2010,11:37:37 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:37:38 AM,59.5,60,43,30,10,0,0,0
8/11/2010,11:37:39 AM,59.7,60,43,30,10,0,0,0
8/11/2010,11:37:40 AM,59.5,60,42,30,10,0,0,0
8/11/2010,11:37:41 AM,59.6,60,42,30,10,0,0,0
8/11/2010,11:37:42 AM,59.7,60,43,30,10,0,0,0
8/11/2010,11:37:43 AM,60.1,60,44,30,10,0,0,0
8/11/2010,11:37:44 AM,60,60,44,30,10,0,0,0
8/11/2010,11:37:45 AM,59.8,60,43,30,10,0,0,0
8/11/2010,11:37:46 AM,59.7,60,43,30,10,0,0,0
8/11/2010,11:37:47 AM,59.6,60,42,30,10,0,0,0
8/11/2010,11:37:48 AM,59.7,60,42,30,10,0,0,0
8/11/2010,11:37:49 AM,59.8,60,43,30,10,0,0,0
8/11/2010,11:37:50 AM,60,60,43,30,10,0,0,0
8/11/2010,11:37:51 AM,60.4,60,44,30,10,0,0,0
8/11/2010,11:37:52 AM,60.6,60,46,30,10,0,0,0
8/11/2010,11:37:53 AM,60.7,60,46,30,10,0,0,0
8/11/2010,11:37:54 AM,60.6,60,46,30,10,0,0,0
8/11/2010,11:37:55 AM,60.3,60,45,30,10,0,0,0
8/11/2010,11:37:56 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:37:57 AM,60.3,60,45,30,10,0,0,0
8/11/2010,11:37:58 AM,60.2,60,45,30,10,0,0,0
8/11/2010,11:37:59 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:00 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:01 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:02 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:03 AM,60,60,44,30,10,0,0,0
8/11/2010,11:38:04 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:05 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:06 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:38:07 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:38:08 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:38:09 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:10 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:38:11 AM,59.7,60,44,30,10,0,0,0
8/11/2010,11:38:12 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:38:13 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:38:14 AM,59.7,60,44,30,10,0,0,0
8/11/2010,11:38:15 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:38:16 AM,60,60,44,30,10,0,0,0
8/11/2010,11:38:17 AM,59.9,60,44,30,10,0,0,0
8/11/2010,11:38:18 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:38:19 AM,59.9,60,44,30,10,0,0,0
8/11/2010,11:38:20 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:38:21 AM,59.9,60,44,30,10,0,0,0
8/11/2010,11:38:22 AM,59.9,60,44,30,10,0,0,0
8/11/2010,11:38:23 AM,60.1,60,44,30,10,0,0,0
8/11/2010,11:38:24 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:25 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:26 AM,60.3,60,45,30,10,0,0,0
8/11/2010,11:38:27 AM,60.2,60,45,30,10,0,0,0
8/11/2010,11:38:28 AM,60.2,60,45,30,10,0,0,0
8/11/2010,11:38:29 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:38:30 AM,60.2,60,45,30,10,0,0,0
8/11/2010,11:38:31 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:32 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:33 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:34 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:35 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:38:36 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:37 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:38 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:39 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:38:40 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:41 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:42 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:38:43 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:38:44 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:38:45 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:38:46 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:38:47 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:48 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:49 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:38:50 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:38:51 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:38:52 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:38:53 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:38:54 AM,60,60,45,30,10,0,0,0
8/11/2010,11:38:55 AM,59.7,60,44,30,10,0,0,0
8/11/2010,11:38:56 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:38:57 AM,59.6,60,44,30,10,0,0,0
8/11/2010,11:38:58 AM,59.6,60,44,30,10,0,0,0
8/11/2010,11:38:59 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:39:00 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:39:01 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:39:02 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:03 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:04 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:39:05 AM,60,60,45,30,10,0,0,0
8/11/2010,11:39:06 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:39:07 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:08 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:39:09 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:10 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:39:11 AM,60.3,60,46,30,10,0,0,0
8/11/2010,11:39:12 AM,60.6,60,47,30,10,0,0,0
8/11/2010,11:39:13 AM,60.4,60,47,30,10,0,0,0
8/11/2010,11:39:14 AM,60.4,60,47,30,10,0,0,0
8/11/2010,11:39:15 AM,60.5,60,48,30,10,0,0,0
8/11/2010,11:39:16 AM,60.3,60,47,30,10,0,0,0
8/11/2010,11:39:17 AM,60.2,60,47,30,10,0,0,0
8/11/2010,11:39:18 AM,60,60,46,30,10,0,0,0
8/11/2010,11:39:19 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:20 AM,59.8,60,45,30,10,0,0,0
8/11/2010,11:39:21 AM,60,60,46,30,10,0,0,0
8/11/2010,11:39:22 AM,60.3,60,47,30,10,0,0,0
8/11/2010,11:39:23 AM,60.1,60,47,30,10,0,0,0
8/11/2010,11:39:24 AM,59.9,60,46,30,10,0,0,0
8/11/2010,11:39:25 AM,59.9,60,46,30,10,0,0,0
8/11/2010,11:39:26 AM,60,60,46,30,10,0,0,0
8/11/2010,11:39:27 AM,59.9,60,46,30,10,0,0,0
8/11/2010,11:39:28 AM,59.9,60,46,30,10,0,0,0
8/11/2010,11:39:29 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:30 AM,60.2,60,47,30,10,0,0,0
8/11/2010,11:39:31 AM,60.1,60,47,30,10,0,0,0
8/11/2010,11:39:32 AM,60.2,60,47,30,10,0,0,0
8/11/2010,11:39:33 AM,60.2,60,47,30,10,0,0,0
8/11/2010,11:39:34 AM,59.9,60,46,30,10,0,0,0
8/11/2010,11:39:35 AM,59.7,60,45,30,10,0,0,0
8/11/2010,11:39:36 AM,59.4,60,44,30,10,0,0,0
8/11/2010,11:39:37 AM,59.3,60,44,30,10,0,0,0
8/11/2010,11:39:38 AM,59.8,60,45,30,10,0,0,0
8/11/2010,11:39:39 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:39:40 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:39:41 AM,59.7,60,45,30,10,0,0,0
8/11/2010,11:39:42 AM,59.8,60,45,30,10,0,0,0
8/11/2010,11:39:43 AM,60,60,45,30,10,0,0,0
8/11/2010,11:39:44 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:45 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:46 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:47 AM,59.9,60,45,30,10,0,0,0
8/11/2010,11:39:48 AM,60,60,46,30,10,0,0,0
8/11/2010,11:39:49 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:50 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:51 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:52 AM,60.2,60,47,30,10,0,0,0
8/11/2010,11:39:53 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:54 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:55 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:56 AM,60.2,60,46,30,10,0,0,0
8/11/2010,11:39:57 AM,60.1,60,46,30,10,0,0,0
8/11/2010,11:39:58 AM,60,60,46,30,10,0,0,0
8/11/2010,11:39:59 AM,59.9,60,46,30,10,0,0,0
8/11/2010,11:40:00 AM,60.4,60,47,30,10,0,0,0
8/11/2010,11:40:01 AM,60.2,60,47,30,10,0,0,0
8/11/2010,11:40:02 AM,60,60,46,30,10,0,0,0
8/11/2010,11:40:03 AM,60,60,46,30,10,0,0,0
8/11/2010,11:40:04 AM,60.1,60,47,30,10,0,0,0
8/11/2010,11:40:05 AM,59.9,60,46,30,10,0,0,0
8/11/2010,11:40:06 AM,59.8,60,45,30,10,0,0,0
8/11/2010,11:40:07 AM,59.7,60,45,30,10,0,0,0
8/11/2010,11:40:08 AM,59.8,60,45,30,10,0,0,0
8/11/2010,11:40:09 AM,59.5,60,44,30,10,0,0,0
8/11/2010,11:40:10 AM,59.5,60,44,30,10,0,0,0
8/11/2010,11:40:11 AM,59.5,60,44,30,10,0,0,0
8/11/2010,11:40:12 AM,59.6,60,44,30,10,0,0,0
8/11/2010,11:40:13 AM,59.8,60,45,30,10,0,0,0
8/11/2010,11:40:14 AM,59.8,60,45,30,10,0,0,0
8/11/2010,11:40:15 AM,59.5,60,44,30,10,0,0,0
8/11/2010,11:40:16 AM,59.5,60,43,30,10,0,0,0
8/11/2010,11:40:17 AM,59.4,60,43,30,10,0,0,0
8/11/2010,11:40:18 AM,59.4,60,42,30,10,0,0,0
8/11/2010,11:40:19 AM,59.7,60,43,30,10,0,0,0
8/11/2010,11:40:20 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:40:21 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:40:22 AM,60.1,60,45,30,10,0,0,0
8/11/2010,11:40:23 AM,60,60,44,30,10,0,0,0
8/11/2010,11:40:24 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:40:25 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:40:26 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:40:27 AM,59.8,60,44,30,10,0,0,0
8/11/2010,11:40:29 AM,59.6,60,43,30,10,0,0,0
8/11/2010,11:40:29 AM,59.8,60,43,30,10,0,0,0
8/11/2010,11:40:30 AM,59.8,60,43,30,10,0,0,0
8/11/2010,11:40:31 AM,59.7,60,43,30,10,0,0,0
8/11/2010,11:40:32 AM,59.6,60,42,30,10,0,0,0
8/11/2010,11:40:33 AM,59.5,60,42,30,10,0,0,0
