Day,TM,PV,SP,OP,PB,IT,DT,Hyst,Bias
8/11/2010,12:19:37 PM,58.6,60,44,30,50,0,0,0
8/11/2010,12:19:38 PM,58.4,60,44,30,50,0,0,0
8/11/2010,12:19:39 PM,58.5,60,44,30,50,0,0,0
8/11/2010,12:19:40 PM,58.5,60,44,30,50,0,0,0
8/11/2010,12:19:41 PM,58.4,60,43,30,50,0,0,0
8/11/2010,12:19:42 PM,58.5,60,44,30,50,0,0,0
8/11/2010,12:19:43 PM,58.3,60,43,30,50,0,0,0
8/11/2010,12:19:44 PM,58.2,60,42,30,50,0,0,0
8/11/2010,12:19:45 PM,58.4,60,43,30,50,0,0,0
8/11/2010,12:19:46 PM,58.7,60,44,30,50,0,0,0
8/11/2010,12:19:47 PM,58.9,60,44,30,50,0,0,0
8/11/2010,12:19:48 PM,58.8,60,44,30,50,0,0,0
8/11/2010,12:19:49 PM,58.8,60,44,30,50,0,0,0
8/11/2010,12:19:50 PM,58.8,60,44,30,50,0,0,0
8/11/2010,12:19:51 PM,58.7,60,43,30,50,0,0,0
8/11/2010,12:19:52 PM,59,60,44,30,50,0,0,0
8/11/2010,12:19:53 PM,59,60,44,30,50,0,0,0
8/11/2010,12:19:54 PM,59,60,44,30,50,0,0,0
8/11/2010,12:19:55 PM,58.7,60,43,30,50,0,0,0
8/11/2010,12:19:56 PM,58.7,60,43,30,50,0,0,0
8/11/2010,12:19:57 PM,58.5,60,42,30,50,0,0,0
8/11/2010,12:19:58 PM,58.7,60,43,30,50,0,0,0
8/11/2010,12:19:59 PM,58.9,60,43,30,50,0,0,0
8/11/2010,12:20:00 PM,58.9,60,43,30,50,0,0,0
8/11/2010,12:20:01 PM,58.9,60,43,30,50,0,0,0
8/11/2010,12:20:02 PM,58.7,60,42,30,50,0,0,0
8/11/2010,12:20:03 PM,58.8,60,43,30,50,0,0,0
8/11/2010,12:20:04 PM,58.7,60,42,30,50,0,0,0
8/11/2010,12:20:05 PM,58.7,60,42,30,50,0,0,0
8/11/2010,12:20:06 PM,58.8,60,42,30,50,0,0,0
8/11/2010,12:20:07 PM,58.8,60,42,30,50,0,0,0
8/11/2010,12:20:08 PM,58.8,60,42,30,50,0,0,0
8/11/2010,12:20:09 PM,59.1,60,43,30,50,0,0,0
8/11/2010,12:20:10 PM,59,60,43,30,50,0,0,0
8/11/2010,12:20:11 PM,59.1,60,43,30,50,0,0,0
8/11/2010,12:20:12 PM,59.1,60,43,30,50,0,0,0
8/11/2010,12:20:13 PM,59.1,60,43,30,50,0,0,0
8/11/2010,12:20:14 PM,59,60,43,30,50,0,0,0
8/11/2010,12:20:15 PM,58.9,60,42,30,50,0,0,0
8/11/2010,12:20:16 PM,58.9,60,42,30,50,0,0,0
8/11/2010,12:20:17 PM,58.7,60,42,30,50,0,0,0
8/11/2010,12:20:18 PM,58.9,60,42,30,50,0,0,0
8/11/2010,12:20:19 PM,59,60,42,30,50,0,0,0
8/11/2010,12:20:20 PM,59.2,60,43,30,50,0,0,0
8/11/2010,12:20:21 PM,59.6,60,44,30,50,0,0,0
8/11/2010,12:20:22 PM,59.4,60,43,30,50,0,0,0
8/11/2010,12:20:23 PM,59.3,60,43,30,50,0,0,0
8/11/2010,12:20:24 PM,59.4,60,43,30,50,0,0,0
8/11/2010,12:20:25 PM,59.6,60,44,30,50,0,0,0
8/11/2010,12:20:26 PM,59.7,60,44,30,50,0,0,0
8/11/2010,12:20:27 PM,59.5,60,44,30,50,0,0,0
8/11/2010,12:20:28 PM,59.6,60,44,30,50,0,0,0
8/11/2010,12:20:29 PM,59.5,60,44,30,50,0,0,0
8/11/2010,12:20:30 PM,59.6,60,44,30,50,0,0,0
8/11/2010,12:20:31 PM,59.8,60,45,30,50,0,0,0
8/11/2010,12:20:32 PM,59.7,60,44,30,50,0,0,0
8/11/2010,12:20:33 PM,59.8,60,44,30,50,0,0,0
8/11/2010,12:20:34 PM,59.7,60,44,30,50,0,0,0
8/11/2010,12:20:35 PM,59.7,60,44,30,50,0,0,0
8/11/2010,12:20:36 PM,59.5,60,43,30,50,0,0,0
8/11/2010,12:20:37 PM,59.6,60,44,30,50,0,0,0
8/11/2010,12:20:38 PM,59.5,60,43,30,50,0,0,0
8/11/2010,12:20:39 PM,59.4,60,43,30,50,0,0,0
8/11/2010,12:20:40 PM,59.3,60,43,30,50,0,0,0
8/11/2010,12:20:41 PM,59.4,60,43,30,50,0,0,0
8/11/2010,12:20:42 PM,59.6,60,44,30,50,0,0,0
8/11/2010,12:20:43 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:20:44 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:20:45 PM,59.4,60,43,30,50,0,0,0
8/11/2010,12:20:46 PM,59.4,60,43,30,50,0,0,0
8/11/2010,12:20:47 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:20:48 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:20:49 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:20:50 PM,59.7,60,43,30,50,0,0,0
8/11/2010,12:20:51 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:20:52 PM,59.5,60,43,30,50,0,0,0
8/11/2010,12:20:53 PM,59.7,60,44,30,50,0,0,0
8/11/2010,12:20:54 PM,59.7,60,44,30,50,0,0,0
8/11/2010,12:20:55 PM,59.7,60,44,30,50,0,0,0
8/11/2010,12:20:56 PM,59.8,60,44,30,50,0,0,0
8/11/2010,12:20:57 PM,60.2,60,45,30,50,0,0,0
8/11/2010,12:20:58 PM,60,60,45,30,50,0,0,0
8/11/2010,12:20:59 PM,59.8,60,44,30,50,0,0,0
8/11/2010,12:21:00 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:21:01 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:21:02 PM,59.5,60,43,30,50,0,0,0
8/11/2010,12:21:03 PM,59.5,60,43,30,50,0,0,0
8/11/2010,12:21:04 PM,59.5,60,43,30,50,0,0,0
8/11/2010,12:21:05 PM,59.6,60,43,30,50,0,0,0
8/11/2010,12:21:06 PM,59.8,60,43,30,50,0,0,0
8/11/2010,12:21:07 PM,59.5,60,42,30,50,0,0,0
8/11/2010,12:21:08 PM,59.5,60,42,30,50,0,0,0
8/11/2010,12:21:09 PM,59.3,60,42,30,50,0,0,0
8/11/2010,12:21:10 PM,59.4,60,42,30,50,0,0,0
8/11/2010,12:21:11 PM,59.4,60,42,30,50,0,0,0
8/11/2010,12:21:12 PM,59.8,60,43,30,50,0,0,0
8/11/2010,12:21:13 PM,60,60,44,30,50,0,0,0
